indiv me4_blood_ptrs me4_cere_ptrs me4_cortex_ptrs me4_nacc_ptrs
OM2523-RN-5676-Gordon-MEGA-Plate-01-G11_OM2523 0.129979889705643 0.14689373020877 0.178487250826564 0.21663885598197
OM2526-RN-5676-Gordon-MEGA-Plate-08-H09_OM2526 0.156742311043805 0.07535437583837 0.0369544656106891 0.229330855905045
OM2527-RN-5676-Gordon-MEGA-Plate-03-E05_OM2527 0.00586232921014725 0.143639599984969 0.0992735163558506 0.157710538733606
OM2530-RN-5676-Gordon-MEGA-Plate-16-A01_OM2530 0.0970496756394333 0.183305872666032 0.122929828744699 0.271571027793043
OM2531-RN-5676-Gordon-MEGA-Plate-16-E07_OM2531 -0.0662720806936487 0.114036827437453 -0.202179268789506 0.000150608696724858
OM2534-RN-5676-Gordon-MEGA-Plate-09-G03_OM2534 -0.0714745688861369 0.0241166693902583 -0.115811923229013 0.142768157871402
OM2536-RN-5676-Gordon-MEGA-Plate-10-H05_OM2536 -0.0377708889631269 0.0443291362186329 -0.0165685375777773 0.100223449682011
OM2540-RN-5676-Gordon-MEGA-Plate-05-B09_OM2540 -0.457632477368341 -0.370207712645204 -0.490529613552964 -0.181729380868524
OM2541-RN-5676-Gordon-MEGA-Plate-12-G07_OM2541 0.0729818282643647 0.337523706720832 0.0471709545519971 0.308891708560153
OM2543-RN-5676-Gordon-MEGA-Plate-14-B10_OM2543 -0.446850553499758 -0.0297438322742435 -0.16523974028907 -0.168218093295779
OM2544-RN-5676-Gordon-MEGA-Plate-03-C12_OM2544 -0.21312731616517 0.211225206389718 -0.133515036642194 -0.0234410706952056
OM2546-RN-5676-Gordon-MEGA-Plate-19-A08_OM2546 -0.448588860416125 -0.437109167954196 -0.388234351835254 -0.447917595082291
OM2547-RN-5676-Gordon-MEGA-Plate-07-H05_OM2547 -0.226409327539563 0.0569684586060679 0.117267118652998 0.14819494598682
OM2548-RN-5676-Gordon-MEGA-Plate-04-C09_OM2548 -0.0275344897918356 0.0328893012660347 -0.00137162596853118 -0.0599872318578643
OM2550-RN-5676-Gordon-MEGA-Plate-07-G10_OM2550 -0.144086094513261 0.0505868896114376 -0.0886534334093083 -0.0487921716750461
OM2551-RN-5676-Gordon-MEGA-Plate-09-H05_OM2551 -0.304502962693738 -0.332318265024252 -0.263718553565995 -0.196601701948148
OM2553-RN-5676-Gordon-MEGA-Plate-15-F03_OM2553 -0.291421485596002 -0.431392865638343 -0.402263814272638 -0.429909948612974
OM2556-RN-5676-Gordon-MEGA-Plate-15-C12_OM2556 -0.324101832538797 0.0908092743597394 -0.0783503495559146 0.157986285227106
OM2564-RN-5676-Gordon-MEGA-Plate-16-F08_OM2564 -0.228545862850359 -0.0535046839305326 -0.0894572490362005 0.072440740823745
OM2566-RN-5676-Gordon-MEGA-Plate-14-H02_OM2566 -0.156357326228927 -0.252411926770899 -0.131572668606079 -0.0836866907556935
OM2569-RN-5676-Gordon-MEGA-Plate-02-E06_OM2569 -0.235040311019865 0.0562023281130931 -0.250310315438373 -0.039856099787322
OM2570-RN-5676-Gordon-MEGA-Plate-05-B04_OM2570 -0.107159272684085 -0.405667282605537 -0.394767258337403 -0.259579988955013
OM2571-RN-5676-Gordon-MEGA-Plate-06-A03_OM2571 -0.16631225812235 -0.228416629259734 -0.241771601400034 -0.13151035354513
OM2572-RN-5676-Gordon-MEGA-Plate-14-A02_OM2572 -0.15280085293705 0.0706915718144814 0.0792182578229025 0.228191274416742
OM2573-RN-5676-Gordon-MEGA-Plate-13-C01_OM2573 -0.140119711521632 -0.68847739346531 -0.524285977210959 -0.366613596558034
OM2575-RN-5676-Gordon-MEGA-Plate-20-C09_OM2575 -0.459477356745433 -0.36842008504594 -0.254981607741547 -0.311939636981863
OM2578-RN-5676-Gordon-MEGA-Plate-18-B01_OM2578 -0.133440502554317 -0.255614614536508 -0.211123038824329 -0.222461557910307
OM2580-RN-5676-Gordon-MEGA-Plate-03-B12_OM2580 0.179172768939071 -0.274871136663027 -0.125159380632719 -0.155287756548801
OM2582-RN-5676-Gordon-MEGA-Plate-05-C02_OM2582 -0.133390213605098 0.125687956853899 0.0586724967507965 0.185459474515225
OM2591-RN-5676-Gordon-MEGA-Plate-03-D05_OM2591 -0.0279727772343576 0.191933973985754 -0.173658016722203 -0.0432342909326374
OM2594-RN-5676-Gordon-MEGA-Plate-11-B02_OM2594 -0.346624542921082 -0.0185530739778199 -0.203170714196792 -0.120992517466983
OM2595-RN-5676-Gordon-MEGA-Plate-07-D05_OM2595 -0.135394142727956 0.32329214303838 -0.0220117603186496 0.111835283210946
OM2596-RN-5676-Gordon-MEGA-Plate-05-E03_OM2596 -0.0422246130738127 0.148189804686159 -0.0349342358464569 0.170892413734617
OM2597-RN-5676-Gordon-MEGA-Plate-03-C07_OM2597 -0.20182427908163 -0.272533108031723 -0.171111886361979 -0.152714908863426
OM2598-RN-5676-Gordon-MEGA-Plate-03-F06_OM2598 0.139215630396075 0.112888255923696 -0.0643671558770795 0.104011029623462
OM2601-RN-5676-Gordon-MEGA-Plate-19-C08_OM2601 0.209856431524147 -0.0429296373676014 0.0452606980022868 0.145441203458235
OM2604-RN-5676-Gordon-MEGA-Plate-12-D05_OM2604 -0.258761577630319 -0.332641047279118 -0.279406573673534 -0.277353408539347
OM2606-RN-5676-Gordon-MEGA-Plate-06-C08_OM2606 -0.236374364472323 -0.0132089069021555 -0.244970198588177 -0.0596049166675899
OM2608-RN-5676-Gordon-MEGA-Plate-08-C12_OM2608 -0.209251247264067 -0.336397036467098 -0.418347333264295 -0.285810455877859
OM2611-Redo-RN-5676-Gordon-MEGA-Plate-21-F04_OM2611 -0.120014879504927 -0.248756002062463 -0.276793439775926 -0.0912412866692612
OM2612-RN-5676-Gordon-MEGA-Plate-19-A04_OM2612 -0.0633511050801366 0.0911626487938444 -0.00748233707995686 0.131913869218517
OM2615-RN-5676-Gordon-MEGA-Plate-15-E03_OM2615 0.0477131443192581 0.223047025531299 0.110251356954028 0.219273836247513
OM2616-RN-5676-Gordon-MEGA-Plate-08-F05_OM2616 -0.400003992762731 -0.308581729207178 -0.258317831396549 -0.277395022282398
OM2620-RN-5676-Gordon-MEGA-Plate-14-A04_OM2620 -0.0952290211254301 0.274592252677293 0.110110570186283 0.201036072373277
OM2621-RN-5676-Gordon-MEGA-Plate-14-F04_OM2621 -0.20579935576031 0.234188217824414 0.0249491425549261 0.198250976930415
OM2622-RN-5676-Gordon-MEGA-Plate-06-G03_OM2622 -0.0804595603882186 -0.190048594194137 -0.158025959212747 -0.167548517486362
OM2630-RN-5676-Gordon-MEGA-Plate-17-D07_OM2630 0.0024917865239215 -0.349257381370399 -0.114727247924107 -0.192993488305429
OM2634-RN-5676-Gordon-MEGA-Plate-14-D07_OM2634 -0.243055710702607 -0.0101435179290523 0.0201207446841053 0.169868479597624
OM2636-RN-5676-Gordon-MEGA-Plate-17-E02_OM2636 -0.0702589938510621 0.0146057300788143 -0.0094634229654708 -0.00495510685119797
OM2637-RN-5676-Gordon-MEGA-Plate-08-A08_OM2637 -0.116053010139443 0.0749373540060802 -0.0115874028150506 0.0864404538626307
OM2642-RN-5676-Gordon-MEGA-Plate-17-F06_OM2642 0.164577737032415 0.124668953661147 -0.106336097208801 -0.00275374261842771
OM2643-RN-5676-Gordon-MEGA-Plate-18-C05_OM2643 -0.0123973631001583 0.0697302978195815 0.104858602525267 0.257755871910044
OM2647-RN-5676-Gordon-MEGA-Plate-03-B02_OM2647 0.00303048698350782 0.277001864069786 -0.0170397477709128 0.187517298029722
OM2650-RN-5676-Gordon-MEGA-Plate-06-B07_OM2650 -0.514778050854682 -0.478898777653931 -0.420608120509428 -0.227816788803691
OM2651-RN-5676-Gordon-MEGA-Plate-14-D08_OM2651 -0.277938107993888 -0.308303128703394 -0.125228522779234 -0.166835916151029
OM2654-RN-5676-Gordon-MEGA-Plate-03-B01_OM2654 0.0161385275654269 0.181805779804685 -0.0164694340162097 0.148612951999225
OM2655-RN-5676-Gordon-MEGA-Plate-06-A01_OM2655 -0.381506578819006 -0.418855948596319 -0.517817776264366 -0.413318203373243
OM2656-RN-5676-Gordon-MEGA-Plate-20-D08_OM2656 -0.33705645788643 0.0398543445467745 -0.21813662090719 0.0359377725678583
OM2657-RN-5676-Gordon-MEGA-Plate-14-D05_OM2657 -0.152412446210179 -0.324771327645931 -0.0924925249535997 -0.135781094983323
OM2658-RN-5676-Gordon-MEGA-Plate-02-H06_OM2658 -0.112574158334536 -0.314933946218484 -0.15064213845866 -0.0724103078725364
OM2671-RN-5676-Gordon-MEGA-Plate-05-E02_OM2671 0.0634539613140229 0.220684940078324 0.00405426485875115 0.0882689537070898
OM2677-RN-5676-Gordon-MEGA-Plate-03-H05_OM2677 -0.268469548270525 -0.412843412293802 -0.207299134900194 -0.0600910684779679
OM2681-RN-5676-Gordon-MEGA-Plate-04-A12_OM2681 -0.200391906497453 -0.184833922898599 -0.16204175777119 -0.189102664139409
OM2686-RN-5676-Gordon-MEGA-Plate-14-B09_OM2686 -0.0801946164832058 -0.776004340798773 -0.436340249072032 -0.317824422920496
OM2688-RN-5676-Gordon-MEGA-Plate-14-A09_OM2688 -0.323744350722379 -0.033595147196091 -0.0397640489033435 0.0722327592492589
OM2690-RN-5676-Gordon-MEGA-Plate-12-E06_OM2690 -0.200051026230959 0.0491147150543128 -0.185614709596893 -0.0385827594037107
OM2695-Redo-RN-5676-Gordon-MEGA-Plate-21-D04_OM2695 0.0619312819351798 0.317498359907124 0.00445120730289279 0.172022901829348
OM2700-RN-5676-Gordon-MEGA-Plate-19-B07_OM2700 0.0818186105441656 0.231244194510767 0.206906003367083 0.256704119567669
OM2702-RN-5676-Gordon-MEGA-Plate-12-C02_OM2702 -0.141071080995336 0.0915540639023153 -0.021787107550692 0.0359322488987133
OM2708-RN-5676-Gordon-MEGA-Plate-06-G04_OM2708 -0.154536994922659 0.118927965546602 -0.0782009985587984 0.0895875006366185
OM2713-RN-5676-Gordon-MEGA-Plate-02-D01_OM2713 -0.140846659343524 0.101647694456934 -0.159912669944446 -0.00220048510369753
OM2715-RN-5676-Gordon-MEGA-Plate-14-E03_OM2715 -0.162387877189911 -0.22244216838652 -0.376885149463939 -0.165807335666583
OM2716-RN-5676-Gordon-MEGA-Plate-03-C03_OM2716 -0.248890492707202 -0.354650278132739 -0.222100185181375 -0.242356804627583
OM2720-RN-5676-Gordon-MEGA-Plate-10-D09_OM2720 -0.238599992816445 0.0908595450068929 0.0139835337998826 0.12764305692704
OM2725-RN-5676-Gordon-MEGA-Plate-13-F08_OM2725 0.060511364521833 -0.154493804592076 -0.0577690879040622 -0.0750490681903275
OM2731-RN-5676-Gordon-MEGA-Plate-09-D08_OM2731 -0.100365501819068 -0.376525131669343 -0.35000295367256 -0.334799583900147
OM2732-RN-5676-Gordon-MEGA-Plate-06-F01_OM2732 -0.215692684967781 0.0574800004638087 -0.197022696984585 -0.0332121264402747
OM2736-RN-5676-Gordon-MEGA-Plate-14-F05_OM2736 -0.154743553285385 -0.169176686395818 -0.244446282321431 -0.202814841780561
OM2740-RN-5676-Gordon-MEGA-Plate-20-F07_OM2740 -0.203980591411881 -0.442509466801218 -0.238548160235116 -0.144118904163513
OM2748-RN-5676-Gordon-MEGA-Plate-14-F10_OM2748 0.00652955299995894 0.154410846540872 -0.0225251725241221 0.0893698999190013
OM2749-RN-5676-Gordon-MEGA-Plate-16-C06_OM2749 -0.0192562008133001 -0.0350356453332617 0.0987224284120558 0.12466338991823
OM2750-RN-5676-Gordon-MEGA-Plate-15-A09_OM2750 -0.246671847233613 -0.431801344186931 -0.401359133214407 -0.481531472221436
OM2757-RN-5676-Gordon-MEGA-Plate-14-F03_OM2757 0.132463694301948 0.312323872993966 0.00667299729754119 0.130100660099603
OM2759-RN-5676-Gordon-MEGA-Plate-04-E12_OM2759 -0.343462396304062 -0.650024921805822 -0.420720895979032 -0.445063200928891
OM2760-RN-5676-Gordon-MEGA-Plate-03-G06_OM2760 -0.0806144153041243 0.0105401527602801 -0.14732316103173 0.0150355257053023
OM2764-RN-5676-Gordon-MEGA-Plate-03-C08_OM2764 0.0360457527908018 0.0364472049667922 0.0565007419407155 0.0779538368780373
OM2766-RN-5676-Gordon-MEGA-Plate-12-C07_OM2766 -0.140542167551081 0.0849831010011247 0.024071436513565 0.0770595493472893
OM2767-RN-5676-Gordon-MEGA-Plate-03-G04_OM2767 -0.101545542178375 0.210227468382689 -0.0297164417089578 0.0690003679180828
OM2778-RN-5676-Gordon-MEGA-Plate-09-F08_OM2778 -0.369896312703329 -0.448157201861787 -0.48328918316238 -0.363041977661805
OM2779-RN-5676-Gordon-MEGA-Plate-16-D01_OM2779 -0.373618454295928 0.0551040253748853 -0.175071012974328 0.0090038625226781
OM2780-RN-5676-Gordon-MEGA-Plate-14-E04_OM2780 -0.219929229467133 0.132450493065678 -0.0645221553697571 0.0576072275304091
OM2781-RN-5676-Gordon-MEGA-Plate-14-C09_OM2781 -0.175094754120609 -0.30224958389958 -0.385832992871772 -0.329751702382379
OM2782-RN-5676-Gordon-MEGA-Plate-12-H11_OM2782 -0.150947192713354 0.243010368561878 0.143634378073222 0.264205286785957
OM2783-RN-5676-Gordon-MEGA-Plate-03-C11_OM2783 -0.279009496111214 -0.231142128387658 -0.307674145660125 -0.174398380022901
OM2787-RN-5676-Gordon-MEGA-Plate-03-C05_OM2787 -0.0489201923635518 -0.393385142781259 -0.169997703331592 -0.132005174876328
OM2792-RN-5676-Gordon-MEGA-Plate-01-D07_OM2792 -0.337435358762871 -0.175379564474183 -0.382172862778373 -0.1682824862795
OM2798-RN-5676-Gordon-MEGA-Plate-12-C11_OM2798 -0.107396295784109 -0.311478309384403 -0.204093277510799 -0.227999081128559
OM2799-RN-5676-Gordon-MEGA-Plate-14-F07_OM2799 -0.238352119688259 -0.368589498208873 -0.349975709101891 -0.215455818633143
OM2803-RN-5676-Gordon-MEGA-Plate-12-C10_OM2803 -0.281598069926457 -0.618043340805221 -0.561958110331258 -0.463869924952223
OM2807-RN-5676-Gordon-MEGA-Plate-18-C02_OM2807 0.0267936385960689 0.145051223698322 0.0428635116773341 0.175033444613154
OM2812-RN-5676-Gordon-MEGA-Plate-12-E09_OM2812 -0.137050355515383 -0.446720217687424 -0.319131257182941 -0.191199069543049
OM2820-RN-5676-Gordon-MEGA-Plate-05-G03_OM2820 0.106842767919406 0.146587206408076 0.0183250154150792 0.0307960173435167
OM2821-RN-5676-Gordon-MEGA-Plate-14-H03_OM2821 -0.0965958094775277 -0.322088105615625 -0.242347508404972 -0.153542345597618
OM2824-RN-5676-Gordon-MEGA-Plate-05-D04_OM2824 0.0165230362363966 -0.319958978142239 -0.24609693873705 -0.231888611656512
OM2830-RN-5676-Gordon-MEGA-Plate-15-E11_OM2830 0.083230095108333 0.119538544230472 0.0667178314773839 0.191915168619247
OM2832-RN-5676-Gordon-MEGA-Plate-02-D04_OM2832 -0.11337320409754 -0.082862526123277 -0.115868369521366 -0.0935696707724184
OM2834-RN-5676-Gordon-MEGA-Plate-03-C02_OM2834 0.153457543762899 0.355045388955093 0.336984254477792 0.555650700685881
OM2836-RN-5676-Gordon-MEGA-Plate-02-G01_OM2836 -0.115236186184797 0.129209593919737 -0.127703830270883 0.162240928283302
OM2840-Redo-RN-5676-Gordon-MEGA-Plate-21-E06_OM2840 -0.151663945041958 -0.324112907225275 -0.261345855197686 -0.212535166219599
OM2842-RN-5676-Gordon-MEGA-Plate-10-E03_OM2842 -0.136504905642981 -0.254083473080648 -0.211573540355985 -0.105544273227691
OM2843-RN-5676-Gordon-MEGA-Plate-16-G02_OM2843 -0.604796283340743 -0.573229533047769 -0.619217500374786 -0.405946194229677
OM2845-RN-5676-Gordon-MEGA-Plate-14-C11_OM2845 -0.123411324138137 0.0518175615769065 0.0253607654752646 0.0872233679611627
OM2846-RN-5676-Gordon-MEGA-Plate-18-D03_OM2846 -0.179679392240244 -0.277088176198097 -0.226185250471713 -0.238558361565645
OM2847-RN-5676-Gordon-MEGA-Plate-05-B08_OM2847 -0.341748264273102 -0.0523093246054464 -0.2063043807225 -0.22243803364873
OM2848-RN-5676-Gordon-MEGA-Plate-14-E10_OM2848 -0.0617397723525999 -0.299315439919171 -0.240640054779075 -0.0299152235294094
OM2850-RN-5676-Gordon-MEGA-Plate-10-G12_OM2850 -0.214641822112001 -0.205707520504776 -0.0262246343745306 0.124498192135282
OM2851-RN-5676-Gordon-MEGA-Plate-05-F03_OM2851 -0.0956619568168572 0.0741967798221419 -0.141985182155426 0.0262318958879589
OM2855-RN-5676-Gordon-MEGA-Plate-17-H08_OM2855 0.00020513597615552 0.0721454118200911 -0.00761729841305902 0.127731926056663
OM2857-RN-5676-Gordon-MEGA-Plate-05-E04_OM2857 0.176893753670863 0.25964333863862 0.252923881982029 0.148765962669726
OM2860-RN-5676-Gordon-MEGA-Plate-16-B06_OM2860 -0.267668770151397 0.0686316666407605 -0.11069610893982 0.0274895233350263
OM2864-RN-5676-Gordon-MEGA-Plate-02-B07_OM2864 -0.161268549566065 -0.290384457854812 -0.0403432935967956 -0.00960860383557008
OM2865-RN-5676-Gordon-MEGA-Plate-16-D07_OM2865 -0.364040752722132 -0.352053328943983 -0.414840030425891 -0.389817570266745
OM2867-RN-5676-Gordon-MEGA-Plate-14-E09_OM2867 0.0326664094022094 0.255018522734219 0.154415838387839 0.187327101216518
OM2870-RN-5676-Gordon-MEGA-Plate-10-H08_OM2870 -0.1645746729987 0.0438662715751285 -0.0956773817014982 -0.0117920009653315
OM2871-RN-5676-Gordon-MEGA-Plate-19-C06_OM2871 0.257134031858633 0.38201581792508 0.14351070926657 0.432593358738902
OM2873-RN-5676-Gordon-MEGA-Plate-07-G02_OM2873 -0.118831877765636 0.241530987347424 0.0908749409025651 0.194021303421452
OM2874-RN-5676-Gordon-MEGA-Plate-01-F11_OM2874 -0.0534932862699633 0.129350239443875 -0.100154806846 0.0294871818680647
