indiv smrt_Adipose_Subcutaneous_ptrs smrt_Adipose_Visceral_Omentum_ptrs smrt_Adrenal_Gland_ptrs smrt_Artery_Aorta_ptrs smrt_Artery_Coronary_ptrs smrt_Artery_Tibial_ptrs smrt_Brain_Amygdala_ptrs smrt_Brain_Anterior_cingulate_cortex_BA24_ptrs smrt_Brain_Caudate_basal_ganglia_ptrs smrt_Brain_Cerebellar_Hemisphere_ptrs smrt_Brain_Cerebellum_ptrs smrt_Brain_Cortex_ptrs smrt_Brain_Frontal_Cortex_BA9_ptrs smrt_Brain_Hippocampus_ptrs smrt_Brain_Hypothalamus_ptrs smrt_Brain_Nucleus_accumbens_basal_ganglia_ptrs smrt_Brain_Putamen_basal_ganglia_ptrs smrt_Brain_Spinal_cord_cervical_c-1_ptrs smrt_Brain_Substantia_nigra_ptrs smrt_Breast_Mammary_Tissue_ptrs smrt_Cells_Cultured_fibroblasts_ptrs smrt_Cells_EBV-transformed_lymphocytes_ptrs smrt_Colon_Sigmoid_ptrs smrt_Colon_Transverse_ptrs smrt_Esophagus_Gastroesophageal_Junction_ptrs smrt_Esophagus_Mucosa_ptrs smrt_Esophagus_Muscularis_ptrs smrt_Heart_Atrial_Appendage_ptrs smrt_Heart_Left_Ventricle_ptrs smrt_Kidney_Cortex_ptrs smrt_Liver_ptrs smrt_Lung_ptrs smrt_Minor_Salivary_Gland_ptrs smrt_Muscle_Skeletal_ptrs smrt_Nerve_Tibial_ptrs smrt_Ovary_ptrs smrt_Pancreas_ptrs smrt_Pituitary_ptrs smrt_Prostate_ptrs smrt_Skin_Not_Sun_Exposed_Suprapubic_ptrs smrt_Skin_Sun_Exposed_Lower_leg_ptrs smrt_Small_Intestine_Terminal_Ileum_ptrs smrt_Spleen_ptrs smrt_Stomach_ptrs smrt_Testis_ptrs smrt_Thyroid_ptrs smrt_Uterus_ptrs smrt_Vagina_ptrs smrt_Whole_Blood_ptrs
OM2005-RN-5676-Gordon-MEGA-Plate-07-B08_OM2005 -2.17575491538475 -0.00906968220099756 0.62063336287745 0.626670011408316 0.839607710282758 0.31555315140945 0.562333926524711 -0.52759240428829 0.0493917574786597 0.396153671833701 0.65567660401075 -0.0636089508480148 -0.126218492655417 0.397796509668054 -0.0876227771368228 0.548428963282457 0.273727499632427 0.171489206510691 -0.0340613027343187 -1.02780355768544 1.03698403302238 -0.0915608498120724 -1.47805975271679 1.02006803037833 0.0195653630528189 -0.29101572834635 0.1356420068992 0.801868685126131 0.0549405150497126 -0.198192598858367 0.33806235176242 -1.11319259392303 -0.978441841431645 0.988707931792913 -1.14898707957388 0.546553754545576 0.165302275886004 -0.93617471819195 0.644709018203029 -0.0551176107763004 -0.668652200457655 0.191416840555993 -0.791967678289795 -0.20559998651671 0.785546775756482 -0.360222555789911 -1.10821904928681 0.962124472781655 -2.76024316823736
OM2012-RN-5676-Gordon-MEGA-Plate-09-H10_OM2012 2.04297612186751 1.02190393840005 1.43146146550348 1.86099734741809 1.68622941677285 0.651243887573923 1.16500846052314 -0.0882221518522551 1.07027688471709 0.851809557437639 0.840618424823721 0.348557818632116 0.652611555004868 0.70908734636108 0.881704658669322 0.493807747146272 0.656958418277465 1.4986710775147 1.20628521340934 0.714043363247184 0.196595588375733 -0.141272511689881 0.598791132760733 1.44504028192482 1.42320160246492 0.852207220568212 2.06990544152986 0.865938055672749 0.53510187431341 1.22096193183655 2.63764614942814 -0.0492465265693361 0.541414777725209 1.00563286531568 0.0220117954512212 2.57284119993476 2.3339154687878 0.108943732063239 1.42137376545822 1.70419006071859 1.52632233128792 1.40885348036249 0.414658592333937 1.72082154992821 1.2780672561962 -0.0747288820256869 0.782775263693959 1.08363658019593 1.02354750150078
OM2014-RN-5676-Gordon-MEGA-Plate-01-H12_OM2014 2.00918955795783 1.34662838520179 1.63298517303768 0.935664243951389 1.9295415368219 1.63512815957924 0.0134896645445986 -1.33443175325808 1.08409681234574 0.66475768355576 1.51505453481734 1.10110513643248 0.979324820800172 0.851595235327181 0.376421792929904 -0.245616376587729 0.104707802775411 1.21040025320379 1.19544517163116 0.843977298953827 1.36882633053612 0.221598208778941 1.87349731733476 0.786288915385907 1.24980721270846 2.17763870046981 1.37799094251014 1.87665298032724 1.61964366771838 0.426317901224349 1.75688752591754 1.71933532658041 1.42367120386721 -0.00541636702428479 0.207604204536485 -1.11290041799914 1.10268056419805 0.931836263686893 1.75945292096277 2.31297532276578 2.02879820862429 1.09911822617972 0.725924031710163 1.61320747085859 0.470131096911312 0.626397395014805 1.03868136800833 1.73582308262154 0.383781173439524
OM2052-RN-5676-Gordon-MEGA-Plate-07-H03_OM2052 -0.337567001971332 0.672089052838275 -0.111663932328321 0.341999761711705 1.821134503736 0.140283035821665 0.449516981672983 -1.42879372250668 -0.270024313772624 -0.578276297380834 -0.417798478416819 0.359205200154125 -0.178807035680863 -0.0431254513232713 -0.125571901179371 -0.740300911534485 0.562800667093523 0.494870586837136 -1.62375574029608 -1.28213748606739 -0.138169267733582 -0.278309966402491 -1.10682283050151 0.472716388256731 0.0330379567944637 -0.000827884338166481 0.317040583115649 0.377062021218534 0.0505894620999086 1.33489867912355 1.42842696070964 -1.16705291783178 -1.64417542189088 0.813332138430685 -0.744506141179936 2.11663662745773 1.02623663207923 -2.16686564344097 0.394542049008299 0.258579126578547 -0.118594493550038 -0.555853545774849 -1.90067455821127 -0.468694858271297 0.0687272669234043 -1.30985973721317 0.208917201282757 0.386122644484328 -2.43081900303855
OM2065-RN-5676-Gordon-MEGA-Plate-10-D05_OM2065 -0.145911946476589 1.37654450697928 2.4473953848846 2.878485674832 2.15883086639271 0.924988993711449 1.93349106006504 0.244945390799399 2.270724347604 1.2155479015099 1.95419838681161 2.17992779828706 1.3542526250217 1.49679779659038 1.05319916658435 1.19547721043698 2.46056718558446 2.60679610351865 2.25770011406222 1.60007699912102 0.741137659312465 0.681685180542438 2.22571164414104 2.94826671046942 1.97791321733287 2.27619575582099 1.33097872990683 2.62409076223863 2.94902574841907 3.38931027635632 4.63852205309666 0.598989961034447 1.12717554603152 2.03175773738978 1.4484230586709 4.77507472497616 3.86744252768177 2.01663910468843 1.7286203308547 2.78539391104911 1.65625691244398 2.84616233201478 0.565565857096046 1.2664007842599 2.49709676629096 0.91994850509142 1.35989546804864 1.760512644338 -0.160657911668303
OM2173-RN-5676-Gordon-MEGA-Plate-19-D11_OM2173 1.79036854125169 2.00511128323329 0.245140618058565 2.65840450378596 3.13340058394638 1.70659786012578 0.60979805153936 0.301844153008093 -0.086766154661069 0.802981983035797 0.188772765609636 0.0318216770022891 1.64209064080224 -0.0581846715574981 0.461812297904157 -0.112490174203104 0.365210511810455 2.15065436008646 1.51749515159523 1.86917242516529 1.24677371882969 0.564557972825902 0.83156549610386 2.10552325187965 0.95093197861652 2.5744480174634 3.16573645382196 0.673347522942929 -0.176534213456635 0.675646911148042 2.04691765213692 1.25167422719891 1.58781321422643 1.47918670661163 -1.75672902694317 0.0764998314575417 0.348286133859955 0.827104253156799 2.55533360456417 3.12100542675953 2.03107056682497 1.2136393551113 1.46749397560134 1.931503283649 -0.143766442273745 -0.144366875675347 -0.203443752767057 1.88619189065994 4.23665833417409
OM2178-RN-5676-Gordon-MEGA-Plate-11-E01_OM2178 0.153306357280388 -0.0467492420795977 -0.571485249776027 1.60558111596367 0.733325364451947 -0.448407850431228 0.248590398609038 -2.50467191126382 0.125624392762993 0.545771086682246 0.545900869665714 -0.0472192501251385 -0.396940278931566 0.0574427857969722 -0.488835281286749 -0.623783836118203 -0.119537124639285 0.419154041693753 1.07670154089691 -1.99970204586366 -0.651940935236211 -0.398557380005099 -1.0086622495469 0.371764650988438 -1.10133040185559 0.261423418529332 -0.824031224724489 -1.13699283241895 -0.611575525503263 1.4282606200616 2.54028918827343 -1.12612837572138 -0.0297548890194118 -0.75175018463109 -1.02893095517078 3.08290017226182 1.37056381444628 0.9546506120283 0.0882134958048027 0.907739661537468 0.416296056915782 0.624671698824385 -0.268424226363026 -0.994520985227372 -0.0663668191909505 -1.58011655860624 0.323203672296219 0.119079847359984 -2.02390640226531
OM2185-RN-5676-Gordon-MEGA-Plate-15-A08_OM2185 0.91096106427061 1.07475176933764 1.71612870466681 0.92611375611818 1.76127797535963 0.511895746084474 0.759273478631497 -0.0596282931341334 0.386620879716849 0.849371500898184 -0.561289380105094 0.29134633388207 0.225161903275778 0.489871067622375 0.207611811637403 -0.189487495637568 0.508836249351847 1.53167981521475 0.823771865637598 0.322578787480218 -0.121123007777955 0.21203644130976 0.0469665091802842 1.21863727822566 1.56214751081118 1.35779030348979 1.59978947570815 1.46170102272384 1.23689851629585 0.836242118708227 0.0757748884011602 0.960971694538271 1.1031140882227 1.26830266944939 -0.92998018691208 1.02974656524734 0.838244767198797 0.363296945971325 2.14045915282716 2.21520023469381 0.753647784496217 1.69069104094097 1.56208854084302 1.6513040952374 1.45927050030072 0.045490624187476 1.08396672553223 1.4285736261018 2.13550003556373
OM2200-RN-5676-Gordon-MEGA-Plate-14-G11_OM2200 -1.82110459128969 0.194838445189028 0.760167530261365 2.36349292501902 0.973149901953246 -0.495041437096535 -0.20230825412873 -1.59655166128555 0.394721586087081 -1.15207697758582 0.572005454267743 -0.504404209621752 0.739400591874221 0.170457524934536 0.0826986238336913 -0.520419844778489 -0.645401733953175 0.0753878533814431 0.0855180481637256 -0.596432134435773 -0.0426916688953595 -0.395556785831916 -2.00354457704701 0.137613201380574 -0.100460698106722 0.973185486080855 1.22834962070943 -0.46207331432033 -0.819920631308346 -0.0117911392200399 0.149356863142274 -1.02388370818956 0.405447605018289 1.33255792383869 -1.53520898452756 -0.431098369050618 -0.321453437909345 -0.844638769693934 0.629802824485804 -0.0995138561029006 -0.728289361416939 -0.126734637821531 0.294851536206056 -1.12881372842379 -0.588997458531375 -2.35063949138078 -0.214953527982985 0.617576009600691 -2.42733029894571
OM2224-RN-5676-Gordon-MEGA-Plate-15-E02_OM2224 -2.59098776063033 0.480400024439022 -0.201184762381095 -0.732656267608719 1.5757748581979 0.0852761064954134 -0.108694717952865 -0.909844662425509 -0.0555298661813498 0.300908198933186 0.120286238255593 -0.875153460269938 0.168470121141965 -0.473607504044859 -0.293994786110226 0.223510170282395 -0.49821563340137 0.613277845414745 -0.0971332635621616 -1.36341800011475 0.201199406324104 0.625596503363243 -1.8281871817467 0.534621404974552 0.0943618815339245 0.469269107688198 -1.40028427349739 -1.1231868571638 -0.768022300665168 0.231391235690923 -0.80111488104871 -0.059342891943283 -0.594784082846536 0.76869386461675 -1.2118581426426 -0.501167250924959 -0.132185134137596 -0.541655652792971 0.660575631146017 0.746297024320918 0.458678999687264 0.0786152710593678 -0.377466135832151 -0.212602847479653 0.0121624803265182 -1.48032646640283 -1.39603293871446 1.18952874668243 -2.66725600821218
