indiv smrt_blood_ptrs smrt_cere_ptrs smrt_cortex_ptrs smrt_nacc_ptrs
OM2449-RN-5676-Gordon-MEGA-Plate-17-C04_OM2449 -0.0701183097488999 -0.0349847830269415 -0.227033086719138 -0.00161219672241045
OM2450-RN-5676-Gordon-MEGA-Plate-15-A11_OM2450 -0.16635006140207 -0.155576678572725 -0.159398608885646 -0.123688183353672
OM2451-RN-5676-Gordon-MEGA-Plate-06-F06_OM2451 -0.0822041220342244 -0.618753765462412 -0.459778921058631 -0.418781762756176
OM2452-RN-5676-Gordon-MEGA-Plate-18-G01_OM2452 -0.255585326337403 0.0760504250768521 -0.120881850107833 -0.0519237563999665
OM2454-RN-5676-Gordon-MEGA-Plate-02-H02_OM2454 -0.229922458833512 -0.0833571596326729 -0.153910641986845 -0.0657904289103494
OM2456-RN-5676-Gordon-MEGA-Plate-13-H04_OM2456 0.0571570927010663 0.0227347415865819 0.0240358700230852 0.0677907874094398
OM2462-RN-5676-Gordon-MEGA-Plate-07-D12_OM2462 -0.1204198647931 -0.0790992458147022 -0.189394812625914 0.0638835783839201
OM2463-RN-5676-Gordon-MEGA-Plate-15-D08_OM2463 -0.129089324891135 0.0949933734096228 -0.0667203652750133 0.0659392187871724
OM2464-RN-5676-Gordon-MEGA-Plate-10-A06_OM2464 -0.257729476460106 0.234144670858817 -0.0127197219002106 0.214198172677362
OM2466-RN-5676-Gordon-MEGA-Plate-14-G01_OM2466 0.194222987400059 0.271596012779532 0.0285516714715092 0.144744417848015
OM2467-RN-5676-Gordon-MEGA-Plate-06-F05_OM2467 -0.114509527388985 0.232418817555755 0.0934024564599943 0.113401832821222
OM2470-RN-5676-Gordon-MEGA-Plate-02-C06_OM2470 -0.238278668031637 -0.251048250932566 -0.277864920719997 -0.140490650843714
OM2472-RN-5676-Gordon-MEGA-Plate-07-A04_OM2472 -0.243531860279302 -0.628198782887904 -0.477627665340682 -0.510740274919228
OM2473-RN-5676-Gordon-MEGA-Plate-09-B01_OM2473 -0.227570653145131 -0.225649076331099 -0.254351315922834 -0.0111978191270821
OM2478-RN-5676-Gordon-MEGA-Plate-03-G10_OM2478 -0.181749231707494 -0.33482415857992 -0.397108094262376 -0.154510874825171
OM2482-RN-5676-Gordon-MEGA-Plate-17-B08_OM2482 -0.326709067459911 -0.231916713818572 -0.152037328653419 -0.0710935955419466
OM2483-RN-5676-Gordon-MEGA-Plate-18-A07_OM2483 -0.234886987647778 -0.0048933425093475 -0.268172605671586 -0.0651332616271251
OM2484-RN-5676-Gordon-MEGA-Plate-03-G05_OM2484 -0.09100044506318 0.161986601999045 0.0789985835218252 0.149628101128453
OM2486-RN-5676-Gordon-MEGA-Plate-05-A01_OM2486 -0.160908888714995 -0.0280860850577076 -0.1788706620911 0.0826397184001058
OM2488-RN-5676-Gordon-MEGA-Plate-03-C04_OM2488 -0.0808833294179342 0.12493905490342 -0.0253830256780981 0.0624776365182553
OM2491-RN-5676-Gordon-MEGA-Plate-17-B06_OM2491 -0.159759491383398 -0.234719511539662 -0.310639535078167 0.0521378734329897
OM2493-RN-5676-Gordon-MEGA-Plate-14-A05_OM2493 -0.29305731957313 -0.733039369309732 -0.612703065230639 -0.565549797574182
OM2496-RN-5676-Gordon-MEGA-Plate-07-C06_OM2496 -0.247876713105495 0.159193700159946 -0.0467218022291132 0.0829668489833225
OM2501-RN-5676-Gordon-MEGA-Plate-06-D12_OM2501 -0.142247984566927 0.0447697880408653 -0.122043433633429 -0.0222306457536329
OM2502-RN-5676-Gordon-MEGA-Plate-09-F07_OM2502 -0.0683038096708587 0.117742777958223 -0.204332907743829 0.183022433183877
OM2507-RN-5676-Gordon-MEGA-Plate-09-B04_OM2507 0.0138688749824926 0.0637670154023714 0.0918912062157463 0.151210616377313
OM2509-RN-5676-Gordon-MEGA-Plate-01-H11_OM2509 -0.0997333531964337 0.141690600367424 -0.101439107305493 0.169053721194054
OM2511-RN-5676-Gordon-MEGA-Plate-19-H03_OM2511 0.0279574189696923 -0.161427882213812 -0.154405133155133 0.0923211801362523
OM2512-RN-5676-Gordon-MEGA-Plate-15-G08_OM2512 0.151510728254665 0.276622213077401 0.273525926476888 0.23938246808086
OM2514-RN-5676-Gordon-MEGA-Plate-18-A08_OM2514 0.152748317449372 0.226864273175016 0.152290686264434 0.188266629407579
OM2518-RN-5676-Gordon-MEGA-Plate-16-E11_OM2518 0.12101197205763 -0.198056605987003 -0.178111856852928 -0.0436826543128958
OM2521-RN-5676-Gordon-MEGA-Plate-16-B12_OM2521 0.130211718090242 0.372957812604309 0.201923232034869 0.243099101629665
OM2523-RN-5676-Gordon-MEGA-Plate-01-G11_OM2523 0.129979889705643 0.14689373020877 0.225114198516579 0.21663885598197
OM2526-RN-5676-Gordon-MEGA-Plate-08-H09_OM2526 0.156742311043805 0.07535437583837 0.129267449492321 0.229330855905045
OM2527-RN-5676-Gordon-MEGA-Plate-03-E05_OM2527 0.00586232921014725 0.143639599984969 0.106041930389956 0.157710538733606
OM2530-RN-5676-Gordon-MEGA-Plate-16-A01_OM2530 0.0970496756394333 0.183305872666032 0.18735437761116 0.271571027793043
OM2531-RN-5676-Gordon-MEGA-Plate-16-E07_OM2531 -0.0662720806936487 0.114036827437453 -0.134053442607049 0.000150608696724858
OM2534-RN-5676-Gordon-MEGA-Plate-09-G03_OM2534 -0.0714745688861369 0.0241166693902583 -0.236475252459265 0.142768157871402
OM2536-RN-5676-Gordon-MEGA-Plate-10-H05_OM2536 -0.0377708889631269 0.0443291362186329 -0.0997586531247438 0.100223449682011
OM2540-RN-5676-Gordon-MEGA-Plate-05-B09_OM2540 -0.457632477368341 -0.370207712645204 -0.542805620774479 -0.181729380868524
OM2541-RN-5676-Gordon-MEGA-Plate-12-G07_OM2541 0.0729818282643647 0.337523706720832 0.141630399455576 0.308891708560153
OM2543-RN-5676-Gordon-MEGA-Plate-14-B10_OM2543 -0.446850553499758 -0.0297438322742435 -0.229123240997937 -0.168218093295779
OM2544-RN-5676-Gordon-MEGA-Plate-03-C12_OM2544 -0.21312731616517 0.211225206389718 -0.00903317604720452 -0.0234410706952056
OM2546-RN-5676-Gordon-MEGA-Plate-19-A08_OM2546 -0.448588860416125 -0.437109167954196 -0.452758556122109 -0.447917595082291
OM2547-RN-5676-Gordon-MEGA-Plate-07-H05_OM2547 -0.226409327539563 0.0569684586060679 0.00500990207832033 0.14819494598682
OM2548-RN-5676-Gordon-MEGA-Plate-04-C09_OM2548 -0.0275344897918356 0.0328893012660347 0.0076161347545297 -0.0599872318578643
OM2550-RN-5676-Gordon-MEGA-Plate-07-G10_OM2550 -0.144086094513261 0.0505868896114376 -0.0564436014005198 -0.0487921716750461
OM2551-RN-5676-Gordon-MEGA-Plate-09-H05_OM2551 -0.304502962693738 -0.332318265024252 -0.330636287745627 -0.196601701948148
OM2553-RN-5676-Gordon-MEGA-Plate-15-F03_OM2553 -0.291421485596002 -0.431392865638343 -0.453558541742067 -0.429909948612974
OM2556-RN-5676-Gordon-MEGA-Plate-15-C12_OM2556 -0.324101832538797 0.0908092743597394 -0.128699378536657 0.157986285227106
OM2564-RN-5676-Gordon-MEGA-Plate-16-F08_OM2564 -0.228545862850359 -0.0535046839305326 -0.128290810867269 0.072440740823745
OM2566-RN-5676-Gordon-MEGA-Plate-14-H02_OM2566 -0.156357326228927 -0.252411926770899 -0.187954444861401 -0.0836866907556935
OM2569-RN-5676-Gordon-MEGA-Plate-02-E06_OM2569 -0.235040311019865 0.0562023281130931 -0.301861806392069 -0.039856099787322
OM2570-RN-5676-Gordon-MEGA-Plate-05-B04_OM2570 -0.107159272684085 -0.405667282605537 -0.369760915168543 -0.259579988955013
OM2571-RN-5676-Gordon-MEGA-Plate-06-A03_OM2571 -0.16631225812235 -0.228416629259734 -0.22487706420045 -0.13151035354513
OM2572-RN-5676-Gordon-MEGA-Plate-14-A02_OM2572 -0.15280085293705 0.0706915718144814 -0.000875628601556315 0.228191274416742
OM2573-RN-5676-Gordon-MEGA-Plate-13-C01_OM2573 -0.140119711521632 -0.68847739346531 -0.522393173852108 -0.366613596558034
OM2575-RN-5676-Gordon-MEGA-Plate-20-C09_OM2575 -0.459477356745433 -0.36842008504594 -0.318099049607251 -0.311939636981863
OM2578-RN-5676-Gordon-MEGA-Plate-18-B01_OM2578 -0.133440502554317 -0.255614614536508 -0.200892755059719 -0.222461557910307
OM2580-RN-5676-Gordon-MEGA-Plate-03-B12_OM2580 0.179172768939071 -0.274871136663027 -0.196203744680727 -0.155287756548801
OM2582-RN-5676-Gordon-MEGA-Plate-05-C02_OM2582 -0.133390213605098 0.125687956853899 0.0112317138480636 0.185459474515225
OM2591-RN-5676-Gordon-MEGA-Plate-03-D05_OM2591 -0.0279727772343576 0.191933973985754 -0.00197953985702602 -0.0432342909326374
OM2594-RN-5676-Gordon-MEGA-Plate-11-B02_OM2594 -0.346624542921082 -0.0185530739778199 -0.16091553413641 -0.120992517466983
OM2595-RN-5676-Gordon-MEGA-Plate-07-D05_OM2595 -0.135394142727956 0.32329214303838 0.0365539462711114 0.111835283210946
OM2596-RN-5676-Gordon-MEGA-Plate-05-E03_OM2596 -0.0422246130738127 0.148189804686159 -0.108232849242529 0.170892413734617
OM2597-RN-5676-Gordon-MEGA-Plate-03-C07_OM2597 -0.20182427908163 -0.272533108031723 -0.189941880117332 -0.152714908863426
OM2598-RN-5676-Gordon-MEGA-Plate-03-F06_OM2598 0.139215630396075 0.112888255923696 -0.0288133709336568 0.104011029623462
OM2601-RN-5676-Gordon-MEGA-Plate-19-C08_OM2601 0.209856431524147 -0.0429296373676014 0.0163368131958089 0.145441203458235
OM2604-RN-5676-Gordon-MEGA-Plate-12-D05_OM2604 -0.258761577630319 -0.332641047279118 -0.217868072333495 -0.277353408539347
OM2606-RN-5676-Gordon-MEGA-Plate-06-C08_OM2606 -0.236374364472323 -0.0132089069021555 -0.265210230304168 -0.0596049166675899
OM2608-RN-5676-Gordon-MEGA-Plate-08-C12_OM2608 -0.209251247264067 -0.336397036467098 -0.446860166600881 -0.285810455877859
OM2611-Redo-RN-5676-Gordon-MEGA-Plate-21-F04_OM2611 -0.120014879504927 -0.248756002062463 -0.290506272798135 -0.0912412866692612
OM2612-RN-5676-Gordon-MEGA-Plate-19-A04_OM2612 -0.0633511050801366 0.0911626487938444 -0.0300691299715398 0.131913869218517
OM2615-RN-5676-Gordon-MEGA-Plate-15-E03_OM2615 0.0477131443192581 0.223047025531299 0.129104322484633 0.219273836247513
OM2616-RN-5676-Gordon-MEGA-Plate-08-F05_OM2616 -0.400003992762731 -0.308581729207178 -0.404250935214515 -0.277395022282398
OM2620-RN-5676-Gordon-MEGA-Plate-14-A04_OM2620 -0.0952290211254301 0.274592252677293 0.0812501352890159 0.201036072373277
OM2621-RN-5676-Gordon-MEGA-Plate-14-F04_OM2621 -0.20579935576031 0.234188217824414 0.0295338407296211 0.198250976930415
OM2622-RN-5676-Gordon-MEGA-Plate-06-G03_OM2622 -0.0804595603882186 -0.190048594194137 -0.139501992064771 -0.167548517486362
OM2630-RN-5676-Gordon-MEGA-Plate-17-D07_OM2630 0.0024917865239215 -0.349257381370399 -0.264446406553888 -0.192993488305429
OM2634-RN-5676-Gordon-MEGA-Plate-14-D07_OM2634 -0.243055710702607 -0.0101435179290523 -0.0124985311090458 0.169868479597624
OM2636-RN-5676-Gordon-MEGA-Plate-17-E02_OM2636 -0.0702589938510621 0.0146057300788143 -0.129655598487954 -0.00495510685119797
OM2637-RN-5676-Gordon-MEGA-Plate-08-A08_OM2637 -0.116053010139443 0.0749373540060802 0.0732008915745594 0.0864404538626307
OM2642-RN-5676-Gordon-MEGA-Plate-17-F06_OM2642 0.164577737032415 0.124668953661147 -0.030447727797686 -0.00275374261842771
OM2643-RN-5676-Gordon-MEGA-Plate-18-C05_OM2643 -0.0123973631001583 0.0697302978195815 -0.00326693239744036 0.257755871910044
OM2647-RN-5676-Gordon-MEGA-Plate-03-B02_OM2647 0.00303048698350782 0.277001864069786 0.0466945816734776 0.187517298029722
OM2650-RN-5676-Gordon-MEGA-Plate-06-B07_OM2650 -0.514778050854682 -0.478898777653931 -0.57841064068768 -0.227816788803691
OM2651-RN-5676-Gordon-MEGA-Plate-14-D08_OM2651 -0.277938107993888 -0.308303128703394 -0.162679538018538 -0.166835916151029
OM2654-RN-5676-Gordon-MEGA-Plate-03-B01_OM2654 0.0161385275654269 0.181805779804685 -0.0227562020041174 0.148612951999225
OM2655-RN-5676-Gordon-MEGA-Plate-06-A01_OM2655 -0.381506578819006 -0.418855948596319 -0.521390161991275 -0.413318203373243
OM2656-RN-5676-Gordon-MEGA-Plate-20-D08_OM2656 -0.33705645788643 0.0398543445467745 -0.265550724375841 0.0359377725678583
OM2657-RN-5676-Gordon-MEGA-Plate-14-D05_OM2657 -0.152412446210179 -0.324771327645931 -0.220443396409249 -0.135781094983323
OM2658-RN-5676-Gordon-MEGA-Plate-02-H06_OM2658 -0.112574158334536 -0.314933946218484 -0.114024511362643 -0.0724103078725364
OM2671-RN-5676-Gordon-MEGA-Plate-05-E02_OM2671 0.0634539613140229 0.220684940078324 0.0304217022685756 0.0882689537070898
OM2677-RN-5676-Gordon-MEGA-Plate-03-H05_OM2677 -0.268469548270525 -0.412843412293802 -0.280565386646528 -0.0600910684779679
OM2681-RN-5676-Gordon-MEGA-Plate-04-A12_OM2681 -0.200391906497453 -0.184833922898599 -0.147082012908534 -0.189102664139409
OM2686-RN-5676-Gordon-MEGA-Plate-14-B09_OM2686 -0.0801946164832058 -0.776004340798773 -0.561965704382585 -0.317824422920496
OM2688-RN-5676-Gordon-MEGA-Plate-14-A09_OM2688 -0.323744350722379 -0.033595147196091 -0.0421330147580952 0.0722327592492589
OM2690-RN-5676-Gordon-MEGA-Plate-12-E06_OM2690 -0.200051026230959 0.0491147150543128 -0.172098199236967 -0.0385827594037107
OM2695-Redo-RN-5676-Gordon-MEGA-Plate-21-D04_OM2695 0.0619312819351798 0.317498359907124 0.109181859370753 0.172022901829348
OM2700-RN-5676-Gordon-MEGA-Plate-19-B07_OM2700 0.0818186105441656 0.231244194510767 0.226190359642591 0.256704119567669
OM2702-RN-5676-Gordon-MEGA-Plate-12-C02_OM2702 -0.141071080995336 0.0915540639023153 -0.098904063047759 0.0359322488987133
OM2708-RN-5676-Gordon-MEGA-Plate-06-G04_OM2708 -0.154536994922659 0.118927965546602 -0.0613128080478711 0.0895875006366185
OM2713-RN-5676-Gordon-MEGA-Plate-02-D01_OM2713 -0.140846659343524 0.101647694456934 -0.119329608419389 -0.00220048510369753
OM2715-RN-5676-Gordon-MEGA-Plate-14-E03_OM2715 -0.162387877189911 -0.22244216838652 -0.441797654082685 -0.165807335666583
OM2716-RN-5676-Gordon-MEGA-Plate-03-C03_OM2716 -0.248890492707202 -0.354650278132739 -0.388160132196932 -0.242356804627583
OM2720-RN-5676-Gordon-MEGA-Plate-10-D09_OM2720 -0.238599992816445 0.0908595450068929 0.0517664074599065 0.12764305692704
OM2725-RN-5676-Gordon-MEGA-Plate-13-F08_OM2725 0.060511364521833 -0.154493804592076 -0.0349642316928833 -0.0750490681903275
OM2731-RN-5676-Gordon-MEGA-Plate-09-D08_OM2731 -0.100365501819068 -0.376525131669343 -0.410321323245336 -0.334799583900147
OM2732-RN-5676-Gordon-MEGA-Plate-06-F01_OM2732 -0.215692684967781 0.0574800004638087 -0.145127342526891 -0.0332121264402747
OM2736-RN-5676-Gordon-MEGA-Plate-14-F05_OM2736 -0.154743553285385 -0.169176686395818 -0.220606970988429 -0.202814841780561
OM2740-RN-5676-Gordon-MEGA-Plate-20-F07_OM2740 -0.203980591411881 -0.442509466801218 -0.412813700207238 -0.144118904163513
OM2748-RN-5676-Gordon-MEGA-Plate-14-F10_OM2748 0.00652955299995894 0.154410846540872 0.00790999268205069 0.0893698999190013
OM2749-RN-5676-Gordon-MEGA-Plate-16-C06_OM2749 -0.0192562008133001 -0.0350356453332617 0.0262961979328053 0.12466338991823
OM2750-RN-5676-Gordon-MEGA-Plate-15-A09_OM2750 -0.246671847233613 -0.431801344186931 -0.509580979346276 -0.481531472221436
OM2757-RN-5676-Gordon-MEGA-Plate-14-F03_OM2757 0.132463694301948 0.312323872993966 0.104261206303722 0.130100660099603
OM2759-RN-5676-Gordon-MEGA-Plate-04-E12_OM2759 -0.343462396304062 -0.650024921805822 -0.456093258409827 -0.445063200928891
OM2760-RN-5676-Gordon-MEGA-Plate-03-G06_OM2760 -0.0806144153041243 0.0105401527602801 -0.0915708336044297 0.0150355257053023
OM2764-RN-5676-Gordon-MEGA-Plate-03-C08_OM2764 0.0360457527908018 0.0364472049667922 0.065084799365985 0.0779538368780373
OM2766-RN-5676-Gordon-MEGA-Plate-12-C07_OM2766 -0.140542167551081 0.0849831010011247 0.0156881626924842 0.0770595493472893
OM2767-RN-5676-Gordon-MEGA-Plate-03-G04_OM2767 -0.101545542178375 0.210227468382689 0.033347084301157 0.0690003679180828
OM2778-RN-5676-Gordon-MEGA-Plate-09-F08_OM2778 -0.369896312703329 -0.448157201861787 -0.600808940097966 -0.363041977661805
OM2779-RN-5676-Gordon-MEGA-Plate-16-D01_OM2779 -0.373618454295928 0.0551040253748853 -0.219566303421984 0.0090038625226781
OM2780-RN-5676-Gordon-MEGA-Plate-14-E04_OM2780 -0.219929229467133 0.132450493065678 -0.031432955704506 0.0576072275304091
OM2781-RN-5676-Gordon-MEGA-Plate-14-C09_OM2781 -0.175094754120609 -0.30224958389958 -0.358661549069998 -0.329751702382379
OM2782-RN-5676-Gordon-MEGA-Plate-12-H11_OM2782 -0.150947192713354 0.243010368561878 0.0533595500332926 0.264205286785957
OM2783-RN-5676-Gordon-MEGA-Plate-03-C11_OM2783 -0.279009496111214 -0.231142128387658 -0.290825661621863 -0.174398380022901
OM2787-RN-5676-Gordon-MEGA-Plate-03-C05_OM2787 -0.0489201923635518 -0.393385142781259 -0.337497095505299 -0.132005174876328
OM2792-RN-5676-Gordon-MEGA-Plate-01-D07_OM2792 -0.337435358762871 -0.175379564474183 -0.44255764348005 -0.1682824862795
OM2798-RN-5676-Gordon-MEGA-Plate-12-C11_OM2798 -0.107396295784109 -0.311478309384403 -0.299615229802803 -0.227999081128559
OM2799-RN-5676-Gordon-MEGA-Plate-14-F07_OM2799 -0.238352119688259 -0.368589498208873 -0.41596522909764 -0.215455818633143
OM2803-RN-5676-Gordon-MEGA-Plate-12-C10_OM2803 -0.281598069926457 -0.618043340805221 -0.507497351828061 -0.463869924952223
OM2807-RN-5676-Gordon-MEGA-Plate-18-C02_OM2807 0.0267936385960689 0.145051223698322 0.142705189914204 0.175033444613154
OM2812-RN-5676-Gordon-MEGA-Plate-12-E09_OM2812 -0.137050355515383 -0.446720217687424 -0.547523286079708 -0.191199069543049
OM2820-RN-5676-Gordon-MEGA-Plate-05-G03_OM2820 0.106842767919406 0.146587206408076 0.0694092676627085 0.0307960173435167
OM2821-RN-5676-Gordon-MEGA-Plate-14-H03_OM2821 -0.0965958094775277 -0.322088105615625 -0.371684215127993 -0.153542345597618
OM2824-RN-5676-Gordon-MEGA-Plate-05-D04_OM2824 0.0165230362363966 -0.319958978142239 -0.246387731050408 -0.231888611656512
OM2830-RN-5676-Gordon-MEGA-Plate-15-E11_OM2830 0.083230095108333 0.119538544230472 0.0550999870954603 0.191915168619247
OM2832-RN-5676-Gordon-MEGA-Plate-02-D04_OM2832 -0.11337320409754 -0.082862526123277 -0.122717422609789 -0.0935696707724184
OM2834-RN-5676-Gordon-MEGA-Plate-03-C02_OM2834 0.153457543762899 0.355045388955093 0.267800766112099 0.555650700685881
OM2836-RN-5676-Gordon-MEGA-Plate-02-G01_OM2836 -0.115236186184797 0.129209593919737 -0.152048537143915 0.162240928283302
OM2840-Redo-RN-5676-Gordon-MEGA-Plate-21-E06_OM2840 -0.151663945041958 -0.324112907225275 -0.277234064416297 -0.212535166219599
OM2842-RN-5676-Gordon-MEGA-Plate-10-E03_OM2842 -0.136504905642981 -0.254083473080648 -0.227472054672349 -0.105544273227691
OM2843-RN-5676-Gordon-MEGA-Plate-16-G02_OM2843 -0.604796283340743 -0.573229533047769 -0.738116541424818 -0.405946194229677
OM2845-RN-5676-Gordon-MEGA-Plate-14-C11_OM2845 -0.123411324138137 0.0518175615769065 -0.125959574075422 0.0872233679611627
OM2846-RN-5676-Gordon-MEGA-Plate-18-D03_OM2846 -0.179679392240244 -0.277088176198097 -0.279169326929875 -0.238558361565645
OM2847-RN-5676-Gordon-MEGA-Plate-05-B08_OM2847 -0.341748264273102 -0.0523093246054464 -0.28077700517987 -0.22243803364873
OM2848-RN-5676-Gordon-MEGA-Plate-14-E10_OM2848 -0.0617397723525999 -0.299315439919171 -0.31951122621865 -0.0299152235294094
OM2850-RN-5676-Gordon-MEGA-Plate-10-G12_OM2850 -0.214641822112001 -0.205707520504776 -0.0727402906258642 0.124498192135282
OM2851-RN-5676-Gordon-MEGA-Plate-05-F03_OM2851 -0.0956619568168572 0.0741967798221419 -0.138543037839198 0.0262318958879589
OM2855-RN-5676-Gordon-MEGA-Plate-17-H08_OM2855 0.00020513597615552 0.0721454118200911 -0.0611800499826553 0.127731926056663
OM2857-RN-5676-Gordon-MEGA-Plate-05-E04_OM2857 0.176893753670863 0.25964333863862 0.251051804799841 0.148765962669726
OM2860-RN-5676-Gordon-MEGA-Plate-16-B06_OM2860 -0.267668770151397 0.0686316666407605 -0.0912737320289523 0.0274895233350263
OM2864-RN-5676-Gordon-MEGA-Plate-02-B07_OM2864 -0.161268549566065 -0.290384457854812 -0.10793243868879 -0.00960860383557008
OM2865-RN-5676-Gordon-MEGA-Plate-16-D07_OM2865 -0.364040752722132 -0.352053328943983 -0.402528182832103 -0.389817570266745
OM2867-RN-5676-Gordon-MEGA-Plate-14-E09_OM2867 0.0326664094022094 0.255018522734219 0.253565219799699 0.187327101216518
OM2870-RN-5676-Gordon-MEGA-Plate-10-H08_OM2870 -0.1645746729987 0.0438662715751285 -0.094069422577661 -0.0117920009653315
OM2871-RN-5676-Gordon-MEGA-Plate-19-C06_OM2871 0.257134031858633 0.38201581792508 0.19778445113347 0.432593358738902
OM2873-RN-5676-Gordon-MEGA-Plate-07-G02_OM2873 -0.118831877765636 0.241530987347424 0.0757208361933704 0.194021303421452
OM2874-RN-5676-Gordon-MEGA-Plate-01-F11_OM2874 -0.0534932862699633 0.129350239443875 -0.13915341846978 0.0294871818680647
